"ts","amount","block_trade_id","direction","index_price","price","mark_price","trade_id","trade_seq"
"2024-04-17 19:49:33.237+00",4870,"","buy",61187.59,61171,61171.09,"297862541",205030181
"2024-04-17 19:49:33.218+00",4870,"","sell",61187.59,61250,61245.3,"297862540",304706
"2024-04-17 19:49:31.476+00",600,"","sell",61188,63460,63465.99,"297862539",444678
"2024-04-17 19:49:29.734+00",2330,"","sell",61190.96,65140,65151.25,"297862538",228766
"2024-04-17 19:49:26.992+00",5130,"","buy",61182.4,61171,61165.77,"297862537",205030180
"2024-04-17 19:49:26.983+00",5130,"","sell",61182.4,61250,61238.59,"297862536",304705
"2024-04-17 19:49:26.983+00",4860,"","buy",61182.4,61171,61165.77,"297862535",205030179
"2024-04-17 19:49:26.956+00",4860,"","sell",61182.4,61250,61238.59,"297862534",304704
"2024-04-17 19:49:26.06+00",610,"","buy",61154.82,61167.5,61137.55,"297862532",205030178
"2024-04-17 19:49:25.817+00",560,"","buy",61154.82,61155.5,61137.55,"297862531",205030177
"2024-04-17 19:49:25.813+00",610,"","buy",61154.82,61155.5,61137.55,"297862530",205030176
"2024-04-17 19:49:25.739+00",90,"","buy",61154.82,61825,61810.37,"297862529",42145
"2024-04-17 19:49:25.674+00",900,"","buy",61154.82,61157.5,61137.55,"297862523",205030170
"2024-04-17 19:49:25.674+00",3980,"","buy",61154.82,61161.5,61137.55,"297862526",205030173
"2024-04-17 19:49:25.674+00",80,"","buy",61154.82,61159.5,61137.55,"297862525",205030172
"2024-04-17 19:49:25.674+00",1480,"","buy",61154.82,61165,61137.55,"297862527",205030174
"2024-04-17 19:49:25.674+00",140,"","buy",61154.82,61156,61137.55,"297862522",205030169
"2024-04-17 19:49:25.674+00",5720,"","buy",61154.82,61158.5,61137.55,"297862524",205030171
"2024-04-17 19:49:25.674+00",7700,"","buy",61154.82,61167,61137.55,"297862528",205030175
"2024-04-17 19:49:25.622+00",2150,"","buy",61154.82,61155.5,61137.55,"297862521",205030168
"2024-04-17 19:49:25.615+00",270,"","buy",61154.82,61155.5,61137.55,"297862520",205030167
"2024-04-17 19:49:25.581+00",3670,"","buy",61154.82,61227.5,61210.19,"297862519",304703
"2024-04-17 19:49:25.58+00",470,"","buy",61154.82,61227.5,61210.19,"297862518",304702
"2024-04-17 19:49:25.572+00",900,"","buy",61154.82,61227.5,61210.19,"297862517",304701
"2024-04-17 19:49:25.57+00",10,"","buy",61154.82,61135,61130.59,"297862516",85673
"2024-04-17 19:49:25.513+00",1200,"","buy",61154.82,61149,61137.55,"297862515",205030166
"2024-04-17 19:49:25.513+00",3860,"","buy",61154.82,61149,61137.55,"297862514",205030165
"2024-04-17 19:49:25.429+00",9560,"","buy",61145.34,61141,61128.07,"297862513",205030164
"2024-04-17 19:49:24.821+00",4720,"","buy",61145.34,61141,61128.07,"297862512",205030163
"2024-04-17 19:49:24.821+00",140,"","buy",61145.34,61141,61128.07,"297862511",205030162
"2024-04-17 19:49:24.801+00",100,"","buy",61145.34,63410,63420.71,"297862510",444677
"2024-04-17 19:49:24.801+00",100,"","buy",61145.34,63410,63420.71,"297862509",444676
"2024-04-17 19:49:24.761+00",140,"","buy",61145.34,61131,61128.07,"297862508",205030161
"2024-04-17 19:49:24.736+00",140,"","buy",61145.34,61128,61128.07,"297862507",205030160
"2024-04-17 19:49:24.735+00",5000,"","sell",61145.34,61207.5,61200.71,"297862506",304700
"2024-04-17 19:49:24.713+00",140,"","sell",61145.34,61207.5,61200.71,"297862505",304699
"2024-04-17 19:49:24.711+00",7460,"","buy",61145.34,61128,61128.07,"297862504",205030159
"2024-04-17 19:49:24.711+00",50,"","buy",61145.34,61128,61128.07,"297862502",205030157
"2024-04-17 19:49:24.711+00",2340,"","buy",61145.34,61128,61128.07,"297862503",205030158
"2024-04-17 19:49:24.711+00",10,"","buy",61145.34,61128,61128.07,"297862501",205030156
"2024-04-17 19:49:24.703+00",9860,"","sell",61145.34,61207.5,61200.71,"297862500",304698
"2024-04-17 19:49:20.883+00",10,"","buy",61143.32,61119,61126.24,"297862497",205030153
"2024-04-17 19:49:20.883+00",10,"","buy",61143.32,61119,61126.24,"297862499",205030155
"2024-04-17 19:49:20.883+00",25000,"","buy",61143.32,61119,61126.24,"297862498",205030154
"2024-04-17 19:49:12.381+00",340,"","buy",61147.49,61124.5,61132.36,"297862492",205030151
"2024-04-17 19:49:12.381+00",25000,"","buy",61147.49,61124.5,61132.36,"297862493",205030152
"2024-04-17 19:49:11.412+00",1200,"","sell",61156.64,61132.5,61141.57,"297862489",205030149
"2024-04-17 19:49:11.412+00",27640,"","sell",61156.64,61132,61141.57,"297862490",205030150
"2024-04-17 19:49:11.412+00",90,"","sell",61156.64,61133,61141.57,"297862488",205030148
"2024-04-17 19:49:11.32+00",15280,"","sell",61156.64,61137.5,61141.57,"297862487",205030147
"2024-04-17 19:49:11.317+00",8900,"","sell",61156.64,61137.5,61141.57,"297862486",205030146
"2024-04-17 19:49:11.317+00",1910,"","sell",61156.64,61137.5,61141.57,"297862485",205030145
"2024-04-17 19:49:11.313+00",9380,"","sell",61156.64,61205,61212.39,"297862484",304697
"2024-04-17 19:49:11.312+00",740,"","sell",61156.64,61205,61212.39,"297862483",304696
"2024-04-17 19:49:11.308+00",300,"","sell",61156.64,61205,61212.39,"297862482",304695
"2024-04-17 19:49:11.303+00",10180,"","sell",61156.64,61137.5,61141.57,"297862481",205030144
"2024-04-17 19:49:11.292+00",1390,"","sell",61156.64,61132.5,61133.85,"297862480",85672
"2024-04-17 19:49:11.291+00",600,"","sell",61156.64,61205,61212.39,"297862478",304693
"2024-04-17 19:49:11.291+00",4580,"","sell",61156.64,61205,61212.39,"297862479",304694
"2024-04-17 19:49:11.287+00",10,"","sell",61156.64,61139.5,61141.57,"297862476",205030142
"2024-04-17 19:49:11.287+00",2780,"","sell",61156.64,61139.5,61141.57,"297862477",205030143
"2024-04-17 19:48:47.736+00",90,"","buy",61161.68,61143.5,61146.83,"297862474",205030141
"2024-04-17 19:48:47.705+00",90,"","sell",61161.68,61222.5,61217.98,"297862473",304692
"2024-04-17 19:48:47.677+00",140,"","sell",61161.68,61155.5,61146.83,"297862472",205030140
"2024-04-17 19:48:45.858+00",10000,"","buy",61168.01,61156,61153.04,"297862471",205030139
"2024-04-17 19:48:45.858+00",10000,"","buy",61168.01,61156,61153.04,"297862470",205030138
"2024-04-17 19:48:44.122+00",50,"","buy",61170.18,61159,61155.1,"297862469",205030137
"2024-04-17 19:48:44.101+00",7510,"","buy",61170.18,61159,61155.1,"297862467",205030135
"2024-04-17 19:48:44.101+00",2440,"","buy",61170.18,61159,61155.1,"297862468",205030136
"2024-04-17 19:48:44.081+00",50,"","sell",61170.18,61235,61226.51,"297862466",304691
"2024-04-17 19:48:44.073+00",50,"","buy",61170.18,61152,61155.1,"297862465",205030134
"2024-04-17 19:48:44.066+00",10000,"","sell",61170.18,61232.5,61226.51,"297862464",304690
"2024-04-17 19:48:41.53+00",10,"","buy",61163.83,61135,61140.78,"297862463",85671
"2024-04-17 19:48:40.052+00",10,"","buy",61158.7,61142.5,61142.3,"297862462",205030133
"2024-04-17 19:48:39.907+00",1330,"","buy",61158.7,61140,61142.3,"297862461",205030132
"2024-04-17 19:48:39.906+00",7510,"","buy",61158.7,61140,61142.3,"297862460",205030131
"2024-04-17 19:48:35.422+00",5000,"","sell",61146.5,61141.5,61129.95,"297862459",205030130
"2024-04-17 19:48:35.182+00",10,"","buy",61146.5,61124.5,61129.95,"297862458",205030129
"2024-04-17 19:48:34.901+00",10,"","buy",61143.78,61120.5,61127.23,"297862457",205030128
"2024-04-17 19:48:33.831+00",7510,"","buy",61138.01,61131.5,61121.4,"297862455",205030126
"2024-04-17 19:48:33.831+00",2480,"","buy",61138.01,61131.5,61121.4,"297862456",205030127
"2024-04-17 19:48:33.8+00",10,"","buy",61138.01,61116.5,61121.4,"297862454",205030125
"2024-04-17 19:48:33.762+00",10000,"","sell",61138.01,61195,61193.97,"297862453",304689
"2024-04-17 19:48:33.115+00",2440,"","buy",61137.16,61131,61120.49,"297862452",205030124
"2024-04-17 19:48:33.115+00",7510,"","buy",61137.16,61130.5,61120.49,"297862451",205030123
"2024-04-17 19:48:33.072+00",40,"","buy",61137.16,61112.5,61120.49,"297862450",205030122
"2024-04-17 19:48:33.072+00",10,"","buy",61137.16,61112.5,61120.49,"297862449",205030121
"2024-04-17 19:48:33.04+00",10000,"","sell",61137.16,61192.5,61193.06,"297862448",304688
"2024-04-17 19:48:31.319+00",150,"","sell",61141.22,63427.5,63417.21,"297862447",444675
"2024-04-17 19:48:30.912+00",6140,"","sell",61147.96,61122.5,61124.75,"297862446",85670
"2024-04-17 19:48:30.821+00",4910,"","sell",61147.96,61125,61131.97,"297862445",205030120
"2024-04-17 19:48:30.816+00",6590,"","sell",61147.96,61125,61131.97,"297862444",205030119
"2024-04-17 19:48:30.811+00",150,"","sell",61147.96,61125.5,61131.97,"297862442",205030117
"2024-04-17 19:48:30.811+00",150,"","sell",61147.96,61125.5,61131.97,"297862443",205030118
"2024-04-17 19:48:30.811+00",7280,"","sell",61147.96,61125.5,61131.97,"297862441",205030116
"2024-04-17 19:48:30.809+00",7350,"","sell",61147.96,61125.5,61131.97,"297862440",205030115
"2024-04-17 19:48:30.806+00",1260,"","sell",61147.96,61125.5,61131.97,"297862439",205030114
"2024-04-17 19:48:30.806+00",42190,"","sell",61147.96,61125.5,61131.97,"297862438",205030113
"2024-04-17 19:48:30.802+00",19000,"","sell",61147.96,61125.5,61131.97,"297862437",205030112
"2024-04-17 19:48:30.8+00",1920,"","sell",61147.96,61125.5,61131.97,"297862435",205030110
"2024-04-17 19:48:30.8+00",19970,"","sell",61147.96,61125.5,61131.97,"297862436",205030111
"2024-04-17 19:48:30.797+00",18080,"","sell",61147.96,61125.5,61131.97,"297862434",205030109
"2024-04-17 19:48:28.009+00",26610,"","sell",61153.8,61139.5,61138.1,"297862433",205030108
"2024-04-17 19:48:27.066+00",29830,"","sell",61153.8,61144.5,61138.05,"297862431",205030107
"2024-04-17 19:48:26.34+00",420,"","sell",61161.14,61147,61145.41,"297862430",205030106
"2024-04-17 19:48:24.538+00",42500,"","sell",61165.85,61154,61150.05,"297862429",205030105
"2024-04-17 19:48:23.424+00",38400,"","sell",61166.88,61154,61150.97,"297862428",205030104
"2024-04-17 19:48:23.424+00",12090,"","sell",61166.88,61154,61150.97,"297862426",205030102
"2024-04-17 19:48:23.424+00",24180,"","sell",61166.88,61154,61150.97,"297862427",205030103
"2024-04-17 19:48:22.35+00",7380,"","buy",61161.27,61155.5,61144.91,"297862425",205030101
"2024-04-17 19:48:21.778+00",50,"","buy",61142.06,61147.5,61125.7,"297862424",205030100
"2024-04-17 19:48:21.518+00",10,"","buy",61142.06,61138,61125.11,"297862423",205030099
"2024-04-17 19:48:21.331+00",10,"","buy",61142.06,61137.5,61125.11,"297862422",205030098
"2024-04-17 19:48:21.285+00",580,"","buy",61142.06,61225,61198.04,"297862421",304687
"2024-04-17 19:48:21.246+00",210,"","buy",61142.06,61215,61198.04,"297862420",304686
"2024-04-17 19:48:21.239+00",480,"","buy",61142.06,61215,61198.04,"297862419",304685
"2024-04-17 19:48:21.238+00",10000,"","buy",61142.06,61148.5,61125.11,"297862418",205030097
"2024-04-17 19:48:21.238+00",10000,"","buy",61142.06,61148,61125.11,"297862417",205030096
"2024-04-17 19:48:21.237+00",660,"","buy",61142.06,61215,61198.04,"297862416",304684
"2024-04-17 19:48:21.237+00",11000,"","buy",61142.06,61215,61198.04,"297862415",304683
"2024-04-17 19:48:21.223+00",610,"","buy",61142.06,61215,61198.04,"297862414",304682
"2024-04-17 19:48:21.217+00",390,"","buy",61142.06,61215,61198.04,"297862413",304681
"2024-04-17 19:48:21.215+00",1080,"","buy",61142.06,61215,61198.04,"297862412",304680
"2024-04-17 19:48:21.214+00",570,"","buy",61142.06,61215,61198.04,"297862410",304679
"2024-04-17 19:48:21.214+00",420,"","buy",61142.06,62182.5,62160.74,"297862411",1159555
"2024-04-17 19:48:21.208+00",2420,"","buy",61142.06,62180,62160.74,"297862409",1159554
"2024-04-17 19:48:21.202+00",600,"","buy",61142.06,61210,61198.04,"297862408",304678
"2024-04-17 19:48:21.195+00",840,"","buy",61142.06,61210,61198.04,"297862407",304677
"2024-04-17 19:48:21.195+00",12580,"","buy",61142.06,62180,62160.74,"297862406",1159553
"2024-04-17 19:48:21.191+00",980,"","buy",61142.06,61205,61198.04,"297862405",304676
"2024-04-17 19:48:21.19+00",100,"","buy",61142.06,61205,61198.04,"297862404",304675
"2024-04-17 19:48:21.189+00",9520,"","buy",61142.06,61146,61125.11,"297862402",205030094
"2024-04-17 19:48:21.189+00",480,"","buy",61142.06,61146.5,61125.11,"297862403",205030095
"2024-04-17 19:48:21.183+00",44350,"","buy",61142.06,61146,61125.11,"297862401",205030093
"2024-04-17 19:48:21.182+00",10000,"","buy",61142.06,61145,61125.11,"297862400",205030092
"2024-04-17 19:48:21.174+00",2090,"","buy",61142.06,61144.5,61125.11,"297862398",205030090
"2024-04-17 19:48:21.174+00",12090,"","buy",61142.06,61144.5,61125.11,"297862399",205030091
"2024-04-17 19:48:21.172+00",10000,"","buy",61142.06,61144.5,61125.11,"297862397",205030089
"2024-04-17 19:48:21.171+00",1210,"","buy",61142.06,61141.5,61125.11,"297862396",205030088
"2024-04-17 19:48:21.167+00",10000,"","buy",61142.06,61139,61125.11,"297862395",205030087
"2024-04-17 19:48:21.167+00",7500,"","buy",61142.06,62172.5,62160.74,"297862393",1159551
"2024-04-17 19:48:21.167+00",600,"","buy",61142.06,62172.5,62160.74,"297862394",1159552
"2024-04-17 19:48:21.166+00",7500,"","buy",61142.06,62167.5,62160.74,"297862392",1159550
"2024-04-17 19:48:21.165+00",15000,"","buy",61142.06,61137.5,61125.11,"297862391",205030086
"2024-04-17 19:48:21.158+00",600,"","buy",61142.06,61128,61125.11,"297862389",205030084
"2024-04-17 19:48:21.158+00",1180,"","buy",61142.06,61130.5,61125.11,"297862390",205030085
"2024-04-17 19:48:21.157+00",10,"","buy",61142.06,61120.5,61125.11,"297862388",205030083
"2024-04-17 19:48:19.943+00",100,"","sell",61148.19,61133,61131.47,"297862387",205030082
"2024-04-17 19:48:19.549+00",1750,"","sell",61148.19,65097.5,65103.7,"297862386",228765
"2024-04-17 19:48:18.348+00",540,"","sell",61158.13,61147.5,61141.56,"297862385",205030081
"2024-04-17 19:48:16.923+00",2210,"","sell",61178.09,61160.5,61161.99,"297862384",205030080
"2024-04-17 19:48:16.908+00",12090,"","sell",61178.09,61160.5,61161.99,"297862382",205030078
"2024-04-17 19:48:16.908+00",21970,"","sell",61178.09,61160.5,61161.99,"297862383",205030079
"2024-04-17 19:48:16.852+00",81160,"","sell",61178.09,61163.5,61161.99,"297862378",205030074
"2024-04-17 19:48:16.852+00",220,"","sell",61178.09,61163.5,61161.99,"297862379",205030075
"2024-04-17 19:48:16.852+00",11270,"","sell",61178.09,61163.5,61161.99,"297862377",205030073
"2024-04-17 19:48:16.852+00",100,"","sell",61178.09,61163.5,61161.99,"297862380",205030076
"2024-04-17 19:48:16.852+00",220,"","sell",61178.09,61163.5,61161.99,"297862381",205030077
"2024-04-17 19:48:16.847+00",50,"","sell",61178.09,61163.5,61161.99,"297862374",205030070
"2024-04-17 19:48:16.847+00",820,"","sell",61178.09,61163.5,61161.99,"297862376",205030072
"2024-04-17 19:48:16.847+00",15000,"","sell",61178.09,61163.5,61161.99,"297862371",205030067
"2024-04-17 19:48:16.847+00",50,"","sell",61178.09,61163.5,61161.99,"297862373",205030069
"2024-04-17 19:48:16.847+00",100,"","sell",61178.09,61163.5,61161.99,"297862375",205030071
"2024-04-17 19:48:16.847+00",9990,"","sell",61178.09,61163.5,61161.99,"297862372",205030068
"2024-04-17 19:48:15.866+00",14380,"","buy",61167.14,61164,61150.98,"297862370",205030066
"2024-04-17 19:48:15.441+00",50,"","sell",61167.14,61170,61150.32,"297862365",205030061
"2024-04-17 19:48:15.441+00",15000,"","sell",61167.14,61165.5,61150.32,"297862369",205030065
"2024-04-17 19:48:15.441+00",9990,"","sell",61167.14,61170,61150.32,"297862364",205030060
"2024-04-17 19:48:15.441+00",12090,"","sell",61167.14,61170,61150.32,"297862368",205030064
"2024-04-17 19:48:15.441+00",50,"","sell",61167.14,61170,61150.32,"297862366",205030062
"2024-04-17 19:48:15.441+00",12090,"","sell",61167.14,61170,61150.32,"297862367",205030063
"2024-04-17 19:48:15.142+00",25000,"","buy",61167.14,61159.5,61150.32,"297862361",205030059
"2024-04-17 19:48:14.419+00",10,"","buy",61157.2,61149.5,61139.91,"297862360",205030058
"2024-04-17 19:48:13.577+00",1210,"","buy",61139.08,61142.5,61121.79,"297862359",205030057
"2024-04-17 19:48:13.567+00",10,"","buy",61139.08,61135,61121.79,"297862358",205030056
"2024-04-17 19:48:13.553+00",16980,"","buy",61139.08,61141.5,61121.79,"297862357",205030055
"2024-04-17 19:48:13.546+00",1790,"","buy",61139.08,61141.5,61121.79,"297862356",205030054
"2024-04-17 19:48:13.545+00",2380,"","buy",61139.08,61141.5,61121.79,"297862355",205030053
"2024-04-17 19:48:13.518+00",3820,"","buy",61139.08,61141.5,61121.79,"297862354",205030052
"2024-04-17 19:48:13.488+00",10,"","buy",61139.08,61139,61121.79,"297862353",205030051
"2024-04-17 19:48:13.488+00",1370,"","buy",61139.08,61139,61121.79,"297862352",205030050
"2024-04-17 19:48:13.487+00",7500,"","buy",61139.08,62167.5,62156.06,"297862351",1159549
"2024-04-17 19:48:13.485+00",1220,"","buy",61139.08,61135,61121.79,"297862350",205030049
"2024-04-17 19:48:13.484+00",70,"","buy",61139.08,61126.5,61121.79,"297862348",205030047
"2024-04-17 19:48:13.484+00",10,"","buy",61139.08,61126.5,61121.79,"297862349",205030048
"2024-04-17 19:48:09.79+00",10,"","buy",61149.74,61114,61131.38,"297862347",205030046
"2024-04-17 19:48:09.79+00",6550,"","buy",61149.74,61114,61131.38,"297862346",205030045
"2024-04-17 19:48:09.783+00",18440,"","buy",61149.74,61114,61131.38,"297862345",205030044
"2024-04-17 19:48:09.494+00",16430,"","sell",61149.74,61131.5,61131.38,"297862344",205030043
"2024-04-17 19:48:09.492+00",26070,"","sell",61149.74,61131.5,61131.38,"297862343",205030042
"2024-04-17 19:48:09.365+00",600,"","buy",61149.74,61207.5,61204.35,"297862342",304674
"2024-04-17 19:48:09.365+00",5500,"","buy",61149.74,61205,61204.35,"297862341",304673
"2024-04-17 19:48:08.903+00",100,"","sell",61149.72,61138.5,61131.35,"297862339",205030040
"2024-04-17 19:48:08.903+00",100,"","sell",61149.72,61138.5,61131.35,"297862337",205030038
"2024-04-17 19:48:08.903+00",4660,"","sell",61149.72,61138.5,61131.35,"297862336",205030037
"2024-04-17 19:48:08.903+00",100,"","sell",61149.72,61138.5,61131.35,"297862340",205030041
"2024-04-17 19:48:08.903+00",100,"","sell",61149.72,61138.5,61131.35,"297862338",205030039
"2024-04-17 19:48:07.939+00",30,"","buy",61149.72,61141.5,61131.06,"297862335",205030036
"2024-04-17 19:48:07.415+00",10,"","buy",61135.49,61130,61116.2,"297862334",205030035
"2024-04-17 19:48:06.992+00",180,"","buy",61135.49,61130,61116.2,"297862332",205030034
"2024-04-17 19:48:06.805+00",5090,"","buy",61115.13,61131.5,61095.84,"297862331",205030033
"2024-04-17 19:48:06.805+00",10,"","buy",61115.13,61125.5,61095.84,"297862329",205030031
"2024-04-17 19:48:06.805+00",4900,"","buy",61115.13,61131,61095.84,"297862330",205030032
"2024-04-17 19:48:06.439+00",10,"","buy",61115.13,61108.5,61095.62,"297862326",205030030
"2024-04-17 19:48:06.324+00",90,"","buy",61115.13,61180,61168.52,"297862325",304672
"2024-04-17 19:48:06.265+00",25000,"","buy",61115.13,61103,61095.62,"297862323",205030028
"2024-04-17 19:48:06.265+00",10,"","buy",61115.13,61112.5,61095.62,"297862324",205030029
"2024-04-17 19:48:06.262+00",25000,"","buy",61115.13,61102.5,61095.62,"297862321",205030026
"2024-04-17 19:48:06.262+00",10,"","buy",61115.13,61102.5,61095.62,"297862322",205030027
"2024-04-17 19:48:06.253+00",90,"","buy",61115.13,65070,65063.88,"297862320",228764
"2024-04-17 19:48:06.008+00",6940,"","buy",61115.13,61095.5,61095.62,"297862319",205030025
"2024-04-17 19:48:06.001+00",1680,"","buy",61115.13,61095.5,61095.62,"297862318",205030024
"2024-04-17 19:48:06.001+00",10,"","buy",61115.13,61095.5,61095.62,"297862317",205030023
"2024-04-17 19:48:05.963+00",10000,"","sell",61116.36,61177.5,61169.75,"297862316",304671
"2024-04-17 19:48:04.809+00",3800,"","buy",61114.03,61100.5,61094.58,"297862315",205030022
"2024-04-17 19:48:04.788+00",20,"","buy",61114.03,61100,61094.58,"297862313",205030020
"2024-04-17 19:48:04.788+00",1180,"","buy",61114.03,61100,61094.58,"297862314",205030021
"2024-04-17 19:48:04.783+00",5000,"","sell",61114.03,61170,61167.56,"297862312",304670
"2024-04-17 19:48:04.782+00",5000,"","buy",61114.03,61092,61094.58,"297862311",205030019
"2024-04-17 19:48:04.777+00",4990,"","buy",61114.03,61092,61094.58,"297862310",205030018
"2024-04-17 19:48:04.777+00",10,"","buy",61114.03,61092,61094.58,"297862309",205030017
"2024-04-17 19:48:04.776+00",5000,"","sell",61114.03,61170,61167.56,"297862308",304669
"2024-04-17 19:48:04.753+00",5000,"","sell",61114.03,61170,61167.56,"297862307",304668
"2024-04-17 19:48:02.515+00",10,"","buy",61098.7,61067.5,61071.9,"297862306",85669
"2024-04-17 19:48:02.472+00",5000,"","buy",61098.7,61088.5,61078.92,"297862305",205030016
"2024-04-17 19:48:02.459+00",10,"","buy",61098.7,61088.5,61078.92,"297862303",205030014
"2024-04-17 19:48:02.459+00",3820,"","buy",61098.7,61088.5,61078.92,"297862304",205030015
"2024-04-17 19:48:02.459+00",1170,"","buy",61098.7,61088.5,61078.92,"297862302",205030013
"2024-04-17 19:48:02.432+00",5000,"","sell",61098.7,61152.5,61151.92,"297862301",304667
"2024-04-17 19:48:02.41+00",80,"","buy",61098.7,61074.5,61078.92,"297862300",205030012
"2024-04-17 19:48:02.398+00",5000,"","sell",61098.7,61152.5,61151.92,"297862297",304666
"2024-04-17 19:48:02.398+00",2260,"","buy",61098.7,61074.5,61078.92,"297862299",205030011
"2024-04-17 19:48:02.398+00",5250,"","buy",61098.7,61074.5,61078.92,"297862298",205030010
"2024-04-17 19:48:02.386+00",4980,"","buy",61098.7,61074.5,61078.92,"297862296",205030009
"2024-04-17 19:48:02.38+00",1300,"","buy",61098.7,61074.5,61078.92,"297862295",205030008
"2024-04-17 19:48:02.375+00",10,"","buy",61098.7,61074.5,61078.92,"297862293",205030006
"2024-04-17 19:48:02.375+00",13470,"","buy",61098.7,61074.5,61078.92,"297862294",205030007
"2024-04-17 19:47:50.106+00",10,"","sell",61102.39,61083.5,61083.82,"297862290",205030005
"2024-04-17 19:47:50.102+00",5820,"","sell",61102.39,61083.5,61083.82,"297862289",205030004
"2024-04-17 19:47:48.544+00",270,"","sell",61111.24,61092.5,61092.81,"297862288",205030003
"2024-04-17 19:47:48.499+00",3440,"","sell",61111.24,61097.5,61092.81,"297862287",205030002
"2024-04-17 19:47:45.569+00",2480,"","buy",61103.19,61098,61084.31,"297862284",205030001
"2024-04-17 19:47:45.569+00",7510,"","buy",61103.19,61098,61084.31,"297862283",205030000
"2024-04-17 19:47:45.538+00",10,"","buy",61103.19,61085,61084.31,"297862282",205029999
"2024-04-17 19:47:45.536+00",5000,"","sell",61103.19,61165,61157.09,"297862281",304665
"2024-04-17 19:47:45.531+00",5000,"","sell",61103.19,61165,61157.09,"297862280",304664
"2024-04-17 19:47:44.995+00",4980,"","buy",61103.19,61085,61084.16,"297862279",205029998
"2024-04-17 19:47:44.972+00",10,"","buy",61103.19,61084.5,61084.16,"297862278",205029997
"2024-04-17 19:47:44.738+00",4990,"","sell",61099.73,61162.5,61153.63,"297862276",304663
"2024-04-17 19:47:44.738+00",10,"","buy",61099.73,61084.5,61080.7,"297862277",205029996
